OBJECTID,GEOGRAPHY_NAME,YEAR,GEOGRAPHY,SEX,RACE_ETHNICITY,AGE_CATEGORY,METRIC_NAME,METRIC_VALUE,QUALITY_FLAG,ESTIMATE_TYPE,Shape__Area,Shape__Length
726,Lower Northwest,2012,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,24.86678508,unreliable,Final,41028560.0703125,35327.2793669151
727,Lower Northwest,2021,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,5.08241758,,Final,41028560.0703125,35327.2793669151
728,Lower Northwest,2019,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,7.79610195,,Final,41028560.0703125,35327.2793669151
729,Lower Northwest,2012,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,29,,Final,41028560.0703125,35327.2793669151
730,Lower Northwest,2019,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,19.53818828,unreliable,Final,41028560.0703125,35327.2793669151
731,Lower Northwest,2019,Planning district,Female,All races/ethnicities,15-19,count_teen_births,11,,Final,41028560.0703125,35327.2793669151
732,Lower Northwest,2015,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,8.57580398,,Final,41028560.0703125,35327.2793669151
733,Lower Northwest,2018,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,8.49582173,,Final,41028560.0703125,35327.2793669151
734,Lower Northwest,2020,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,4.81751825,,Final,41028560.0703125,35327.2793669151
735,Lower Northwest,2011,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,4.79338843,,Final,41028560.0703125,35327.2793669151
736,Lower Northwest,2014,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,48,,Final,41028560.0703125,35327.2793669151
737,Lower Northwest,2021,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,37,,Final,41028560.0703125,35327.2793669151
738,Lower Northwest,2020,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,7.59124088,,Final,41028560.0703125,35327.2793669151
739,Lower Northwest,2018,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,-99999,suppressed,Final,41028560.0703125,35327.2793669151
740,Lower Northwest,2016,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,38,,Final,41028560.0703125,35327.2793669151
741,Lower Northwest,2016,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,5.62962963,,Final,41028560.0703125,35327.2793669151
742,Lower Northwest,2020,Planning district,All sexes,All races/ethnicities,All ages,count_births,685,,Final,41028560.0703125,35327.2793669151
743,Lower Northwest,2013,Planning district,Female,All races/ethnicities,15-19,count_teen_births,-99999,suppressed,Final,41028560.0703125,35327.2793669151
744,Lower Northwest,2020,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,12.60164097,,Final,41028560.0703125,35327.2793669151
745,Lower Northwest,2016,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,7.40740741,,Final,41028560.0703125,35327.2793669151
746,Lower Northwest,2013,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,-99999,suppressed,Final,41028560.0703125,35327.2793669151
747,Lower Northwest,2020,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,33,,Final,41028560.0703125,35327.2793669151
748,Lower Northwest,2019,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,9.44527736,,Final,41028560.0703125,35327.2793669151
749,Lower Northwest,2011,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,8.42975207,,Final,41028560.0703125,35327.2793669151
750,Lower Northwest,2012,Planning district,Female,All races/ethnicities,15-19,count_teen_births,14,,Final,41028560.0703125,35327.2793669151
751,Lower Northwest,2019,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,41,,Final,41028560.0703125,35327.2793669151
752,Lower Northwest,2021,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,13.39269289,,Final,41028560.0703125,35327.2793669151
753,Lower Northwest,2019,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,6.14692654,,Final,41028560.0703125,35327.2793669151
754,Lower Northwest,2023,Planning district,All sexes,All races/ethnicities,All ages,count_births,671,,Preliminary,41028560.0703125,35327.2793669151
755,Lower Northwest,2012,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,12.99238174,,Final,41028560.0703125,35327.2793669151
756,Lower Northwest,2014,Planning district,All sexes,All races/ethnicities,All ages,count_births,672,,Final,41028560.0703125,35327.2793669151
757,Lower Northwest,2014,Planning district,Female,All races/ethnicities,15-19,count_teen_births,10,,Final,41028560.0703125,35327.2793669151
758,Lower Northwest,2020,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,51,,Final,41028560.0703125,35327.2793669151
759,Lower Northwest,2014,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,17.76198934,unreliable,Final,41028560.0703125,35327.2793669151
760,Lower Northwest,2018,Planning district,Female,All races/ethnicities,15-19,count_teen_births,-99999,suppressed,Final,41028560.0703125,35327.2793669151
761,Lower Northwest,2011,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,11.90968326,,Final,41028560.0703125,35327.2793669151
762,Lower Northwest,2017,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,6.81818182,,Final,41028560.0703125,35327.2793669151
763,Lower Northwest,2020,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,52,,Final,41028560.0703125,35327.2793669151
764,Lower Northwest,2019,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,52,,Final,41028560.0703125,35327.2793669151
765,Lower Northwest,2015,Planning district,Female,All races/ethnicities,15-19,count_teen_births,14,,Final,41028560.0703125,35327.2793669151
766,Lower Northwest,2011,Planning district,All sexes,All races/ethnicities,All ages,count_births,605,,Final,41028560.0703125,35327.2793669151
767,Lower Northwest,2017,Planning district,Female,All races/ethnicities,15-19,count_teen_births,-99999,suppressed,Final,41028560.0703125,35327.2793669151
768,Lower Northwest,2021,Planning district,All sexes,All races/ethnicities,All ages,count_births,728,,Final,41028560.0703125,35327.2793669151
769,Lower Northwest,2016,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,50,,Final,41028560.0703125,35327.2793669151
770,Lower Northwest,2016,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,19.53818828,unreliable,Final,41028560.0703125,35327.2793669151
771,Lower Northwest,2017,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,7.24431818,,Final,41028560.0703125,35327.2793669151
772,Lower Northwest,2015,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,24.86678508,unreliable,Final,41028560.0703125,35327.2793669151
773,Lower Northwest,2017,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,48,,Final,41028560.0703125,35327.2793669151
774,Lower Northwest,2017,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,-99999,suppressed,Final,41028560.0703125,35327.2793669151
775,Lower Northwest,2018,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,61,,Final,41028560.0703125,35327.2793669151
776,Lower Northwest,2018,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,67,,Final,41028560.0703125,35327.2793669151
777,Lower Northwest,2011,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,29,,Final,41028560.0703125,35327.2793669151
778,Lower Northwest,2018,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,9.33147632,,Final,41028560.0703125,35327.2793669151
779,Lower Northwest,2012,Planning district,All sexes,All races/ethnicities,All ages,count_births,660,,Final,41028560.0703125,35327.2793669151
780,Lower Northwest,2016,Planning district,Female,All races/ethnicities,15-19,count_teen_births,11,,Final,41028560.0703125,35327.2793669151
781,Lower South,2019,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,-99999,suppressed,Final,38578429.5234375,33784.8242263269
782,Lower South,2021,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,-99999,suppressed,Final,38578429.5234375,33784.8242263269
783,Lower South,2017,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,-99999,suppressed,Final,38578429.5234375,33784.8242263269
784,Lower South,2019,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,-99999,suppressed,Final,38578429.5234375,33784.8242263269
785,Lower South,2021,Planning district,All sexes,All races/ethnicities,All ages,count_births,52,,Final,38578429.5234375,33784.8242263269
786,Lower South,2022,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,-99999,suppressed,Preliminary,38578429.5234375,33784.8242263269
787,Lower South,2011,Planning district,All sexes,All races/ethnicities,All ages,count_births,53,,Final,38578429.5234375,33784.8242263269
788,Lower South,2013,Planning district,All sexes,All races/ethnicities,All ages,count_births,55,,Final,38578429.5234375,33784.8242263269
789,Lower South,2011,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,10.29126214,,Final,38578429.5234375,33784.8242263269
790,Lower South,2019,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,20,unreliable,Final,38578429.5234375,33784.8242263269
791,Lower South,2019,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,10,,Final,38578429.5234375,33784.8242263269
792,Lower South,2020,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,11.64556962,,Final,38578429.5234375,33784.8242263269
793,Lower South,2021,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,8.77637131,,Final,38578429.5234375,33784.8242263269
794,Lower South,2018,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,-99999,suppressed,Final,38578429.5234375,33784.8242263269
795,Lower South,2018,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,-99999,suppressed,Final,38578429.5234375,33784.8242263269
796,Lower South,2015,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,16.17647059,unreliable,Final,38578429.5234375,33784.8242263269
797,Lower South,2016,Planning district,Female,All races/ethnicities,15-19,count_teen_births,-99999,suppressed,Final,38578429.5234375,33784.8242263269
798,Lower South,2013,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,10.67961165,,Final,38578429.5234375,33784.8242263269
799,Lower South,2020,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,-99999,suppressed,Final,38578429.5234375,33784.8242263269
800,Lower South,2017,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,-99999,suppressed,Final,38578429.5234375,33784.8242263269
801,Lower South,2019,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,9.70873786,,Final,38578429.5234375,33784.8242263269
802,Lower South,2020,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,-99999,suppressed,Final,38578429.5234375,33784.8242263269
803,Lower South,2020,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,-99999,suppressed,Final,38578429.5234375,33784.8242263269
804,Lower South,2018,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,-99999,suppressed,Final,38578429.5234375,33784.8242263269
805,Lower South,2023,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,10.12658228,,Preliminary,38578429.5234375,33784.8242263269
806,Lower South,2018,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,-99999,suppressed,Final,38578429.5234375,33784.8242263269
807,Lower South,2021,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,-99999,suppressed,Final,38578429.5234375,33784.8242263269
808,Lower South,2016,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,-99999,suppressed,Final,38578429.5234375,33784.8242263269
809,Lower South,2022,Planning district,All sexes,All races/ethnicities,All ages,count_births,55,,Preliminary,38578429.5234375,33784.8242263269
810,Lower South,2013,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,-99999,suppressed,Final,38578429.5234375,33784.8242263269
811,Lower South,2017,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,-99999,suppressed,Final,38578429.5234375,33784.8242263269
812,Lower South,2017,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,17.24137931,unreliable,Final,38578429.5234375,33784.8242263269
813,Lower South,2017,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,-99999,suppressed,Final,38578429.5234375,33784.8242263269
814,Lower South,2015,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,-99999,suppressed,Final,38578429.5234375,33784.8242263269
